Company Name,Website,City,Address,Company Stage,Focus Areas,Description,Validation_Source,Company_Stage,Classifier_Date,Focus_Areas
Veeva Systems,https://www.veeva.com/,Pleasanton,,,Life Science Software,,BPG,Unknown,2025-11-15,Life Science Software
Vektor Medical,https://www.vektormedical.com/,San Diego,,,Technology designed for functionally mapping cardiac arrhythmias,,BPG,Unknown,2025-11-15,Technology designed for functionally mapping cardiac arrhythmias
Velorum Therapeutics,https://www.velorumtx.com/,South SF,,,Biologics Targeting Heme,,BPG,Private,2025-11-15,Biologics Targeting Heme
Venova Medical,https://venovamedical.com/,Los Gatos,,,Vascular Access Devices,,BPG,Unknown,2025-11-15,Vascular Access Devices
Venquis Therapeutics,https://venquistx.com/,San Diego,,,Protein Degradation Small Molecules,,BPG,Private,2025-11-15,Protein Degradation Small Molecules
Ventoux Biosciences,https://www.ventouxbio.com/,Encinitas,,,Fibrotic Disease Treatments,,BPG,Unknown,2025-11-15,Fibrotic Disease Treatments
Ventris Medical,https://www.ventrismedical.com/,Newport Beach,,,Tissues,,BPG,Unknown,2025-11-15,Tissues
Ventrix,https://ventrixbio.com/,San Diego,,,Cardiac repair scaffold,,BPG,Unknown,2025-11-15,Cardiac repair scaffold
Ventyx Biosciences,https://ventyxbio.com/,San Diego,,,Therapeutics targeting innate and adaptive immune systems,,BPG,Unknown,2025-11-15,Therapeutics targeting innate and adaptive immune systems
Vera Therapeutics,https://veratx.com/,Brisbane,,,Gene Editing Technology,,BPG,Private,2025-11-15,Gene Editing Technology
Veracyte,https://www.veracyte.com/,South SF,,,Cytology Diagnostics,,BPG,Public,2025-11-15,Cytology Diagnostics
Verana Health,https://www.veranahealth.com/,San Francisco,,,Clinical Database,,BPG,Unknown,2025-11-15,Clinical Database
Verge Genomics,https://www.vergegenomics.com/,South SF,,,Algorithm-based Drug Discovery,,BPG,Unknown,2025-11-15,Algorithm-based Drug Discovery
VeriSIM Life,https://www.verisimlife.com/,San Francisco,,,Biosimulations,,BPG,Unknown,2025-11-15,Biosimulations
Verily Life Sciences,https://verily.com/,South SF,,,Using technology to solve health problems,,BPG,Unknown,2025-11-15,Using technology to solve health problems
Verndari,https://www.verndariinc.com/,Sacramento,,,Vaccine Delivery Technology,,BPG,Unknown,2025-11-15,Vaccine Delivery Technology
Versa Vascular,https://versavascular.com/,Santa Cruz,,,Tricuspid Repair solution,,BPG,Unknown,2025-11-15,Tricuspid Repair solution
VersaPeutics,http://www.versapeutics.com/,San Diego,,,Nervous System Disorder Treatments,,BPG,Unknown,2025-11-15,Nervous System Disorder Treatments
Verseon,https://www.verseon.com/,San Jose,,,Proprietary drug discovery platform,,BPG,Unknown,2025-11-15,Proprietary drug discovery platform
Vertex,https://www.vrtx.com/,San Diego,,,"Small Molecules, Gene Editing, Cell Therapy",,BPG,Unknown,2025-11-15,"Small Molecules, Gene Editing, Cell Therapy"
Vertos Medical,https://www.vertosmed.com/,Aliso Viejo,,,Minimally invasive patented procedure for lumbar spinal stenosis,,BPG,Unknown,2025-11-15,Minimally invasive patented procedure for lumbar spinal stenosis
ViCardia Therapeutics,https://www.vicardia.com/,San Francisco,,,Heart Failure Therapies,,BPG,Private,2025-11-15,Heart Failure Therapies
ViQi,https://www.viqiai.com/,Santa Barbara,,,AI and Imaging for Drug Discovery,,BPG,Unknown,2025-11-15,AI and Imaging for Drug Discovery
Via Nova Therapeutics,https://www.vianovatx.com/,Oakland,,,Small Molecule Antivirals,,BPG,Private,2025-11-15,Small Molecule Antivirals
ViaLase,https://www.vialase.com/,Aliso Viejo,,,Glaucoma Laser,,BPG,Unknown,2025-11-15,Glaucoma Laser
Viage Therapeutics,https://www.viagetx.com/,San Francisco,,,Neurotherapeutics Acting on Gut,,BPG,Private,2025-11-15,Neurotherapeutics Acting on Gut
Viant Medical,https://viantmedical.com/,Fremont,,,Contract Medical Devices,,BPG,Unknown,2025-11-15,Contract Medical Devices
Vibrant America Clinical Laboratory,https://www.vibrant-america.com/,Santa Clara,,,Clinical Diagnostics,,BPG,Unknown,2025-11-15,Clinical Diagnostics
Vibrato Medical,https://www.vibratomedical.com/,Newport Beach,,,Wearable for Critical Limb Ischemia and Peripheral Arterial Disease,,BPG,Unknown,2025-11-15,Wearable for Critical Limb Ischemia and Peripheral Arterial Disease
Vicinitas Therapeutics,https://www.vicinitastx.com/,South SF,,,Protein stabilization platform to develop novel therapeutics in cancer and genetic disorders,,BPG,Private,2025-11-15,Protein stabilization platform to develop novel therapeutics in cancer and genetic disorders
VictoGen,https://victogenpharma.com/,Irvine,,,"Analytical, Formulation Development, Regulatory",,BPG,Unknown,2025-11-15,"Analytical, Formulation Development, Regulatory"
Videra Surgical,https://www.viderasurgical.com/,San Francisco,,,Breast Marker for Orientation during cancer intervention,,BPG,Unknown,2025-11-15,Breast Marker for Orientation during cancer intervention
Viking Therapeutics,https://vikingtherapeutics.com/,San Diego,,,Therapeutics for metabolic and endocrine disorders,,BPG,Private,2025-11-15,Therapeutics for metabolic and endocrine disorders
Vir Biotechnology,https://www.vir.bio/,San Francisco,,,Infectious disease therapies,,BPG,Public,2025-11-15,Infectious disease therapies
Vironexis Biotherapeutics,https://vironexis.com/,San Diego,,,T Cell Immunotherapy,,BPG,Private,2025-11-15,T Cell Immunotherapy
Virtuoso Therapeutics,https://virtuosotherapeutics.com/,San Mateo,,,Therapeutic Antibodies,,BPG,Private,2025-11-15,Therapeutic Antibodies
Visby Medical,https://www.visbymedical.com/,San Jose,,,Diagnostics,,BPG,Unknown,2025-11-15,Diagnostics
Viscient Biosciences,https://www.viscientbiosciences.com/,San Diego,,,3D tissue technology to discover and develop drugs,,BPG,Unknown,2025-11-15,3D tissue technology to discover and develop drugs
Viseon,https://viseon-inc.com/,Irvine,,,Minimally Invasive Spine Surgery,,BPG,Unknown,2025-11-15,Minimally Invasive Spine Surgery
Visgenx,https://visgenx.com/,Santa Cruz,,,Therapeutics for Macular Degeneration and Other Age-Related Disorders,,BPG,Unknown,2025-11-15,Therapeutics for Macular Degeneration and Other Age-Related Disorders
VisiCELL Medical,https://www.visicellmedical.com/,San Diego,,,Cell Therapy Labeling & Imaging Technology and Services,,BPG,Unknown,2025-11-15,Cell Therapy Labeling & Imaging Technology and Services
Vista.ai,https://vista.ai/,Palo Alto,,,MRI Software,,BPG,Unknown,2025-11-15,MRI Software
Vistagen Therapeutics,https://www.vistagen.com/,South SF,,,Stem Cell Technology,,BPG,Private,2025-11-15,Stem Cell Technology
VitalConnect,https://vitalconnect.com/,San Jose,,,Cardiac Monitoring Patch,,BPG,Unknown,2025-11-15,Cardiac Monitoring Patch
Vitalex Biosciences,https://www.vitalexbiosciences.com/,Torrance,,,Diagnostics and Immunotherapy,,BPG,Unknown,2025-11-15,Diagnostics and Immunotherapy
Vivace Therapeutics,https://vivacetherapeutics.com/,San Mateo,,,Bispecific Antibodies,,BPG,Private,2025-11-15,Bispecific Antibodies
Vivani Medical,https://vivani.com/,Alameda,,,Implantable Drug Delivery Systems,,BPG,Unknown,2025-11-15,Implantable Drug Delivery Systems
Vivera Pharmaceuticals,https://viverapharmaceuticals.com/,Newport Beach,,,Drug Delivery Technology,,BPG,Private,2025-11-15,Drug Delivery Technology
Vividion Therapeutics,https://vividion.com/,San Diego,,,Proprietary Screening,,BPG,Private,2025-11-15,Proprietary Screening
Vivreon Biosciences,https://www.vivreonbiosciences.com/,San Diego,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
Viz.ai,https://www.viz.ai/,San Francisco,,,Healthcare Image Analysis,,BPG,Unknown,2025-11-15,Healthcare Image Analysis
Voiant Medical,https://www.voiantclinical.com/,Los Angeles,,,Clinical Trial Imaging,,BPG,Unknown,2025-11-15,Clinical Trial Imaging
Vonova.io,https://www.vonova.io/,San Diego,,,"Minimally invasive, endovascular platforms",,BPG,Unknown,2025-11-15,"Minimally invasive, endovascular platforms"
Vybion,https://www.vybion.com/,Monterey,,,Recombinant Protein Development,,BPG,Unknown,2025-11-15,Recombinant Protein Development
Wainamics,https://wainamics.com/,Campbell,,,Microfluidics Solutions,,BPG,Unknown,2025-11-15,Microfluidics Solutions
Wakunaga Pharmaceutical,https://www.wakunaga.co.jp/,Mission Viejo,,,Various biotech and diagnostics products,,BPG,Private,2025-11-15,Various biotech and diagnostics products
Wallaby Medical,https://www.wallabymedical.com/index.html,Laguna Hills,,,"Cranial navigation, catheter",,BPG,Unknown,2025-11-15,"Cranial navigation, catheter"
West Coast Research,https://westcoastresearch.com/,Dublin,,,Clinical Research,,BPG,Unknown,2025-11-15,Clinical Research
Wield Therapeutics,https://www.wieldtx.com/,Mountain View,,,Antibody Therapeutics,,BPG,Private,2025-11-15,Antibody Therapeutics
WinSanTor,https://www.winsantor.com/,San Diego,,,Small Molecule,,BPG,Unknown,2025-11-15,Small Molecule
Wincal BioPharm,https://www.wincalbio.com/,South SF,,,Eyedrop Formulation of Therapeutic Antibodies,,BPG,Unknown,2025-11-15,Eyedrop Formulation of Therapeutic Antibodies
WuXi Apptec,https://www.wuxiapptec.com/,San Diego,,,"All types of contract work for small molecules, devices",,BPG,Unknown,2025-11-15,"All types of contract work for small molecules, devices"
XCellAssay,https://www.xcellassay.com/,Berkeley,,,Low-cost measurement of hormones in ultra-low volumes of serum or urine,,BPG,Unknown,2025-11-15,Low-cost measurement of hormones in ultra-low volumes of serum or urine
XENSE,https://www.xense.one/,Irvine,,,AI-enabled CT and X-ray imaging tech,,BPG,Unknown,2025-11-15,AI-enabled CT and X-ray imaging tech
XII Medical,https://xiimedical.com/,Union City,,,neuromodulation therapy for sleep apnea,,BPG,Unknown,2025-11-15,neuromodulation therapy for sleep apnea
Xaira Therapeutics,https://www.xaira.com/,South SF,,,AI Drug Discovery,,BPG,Private,2025-11-15,AI Drug Discovery
Xcell Biosciences,https://www.xcellbio.com/,San Francisco,,,Cell culturing system,,BPG,Unknown,2025-11-15,Cell culturing system
Xcell Science,http://www.xcellscience.com/,Novato,,,"Stem cell lines, cellular research models",,BPG,Unknown,2025-11-15,"Stem cell lines, cellular research models"
Xenco Medical,http://www.xencomedical.com/,San Diego,,,Surgical Devices,,BPG,Unknown,2025-11-15,Surgical Devices
Xencor,https://xencor.com/,Pasadena,,,Antibody Discovery,,BPG,Unknown,2025-11-15,Antibody Discovery
XiltriX,https://www.xiltrixusa.com/,San Diego,,,Lab Monitoring Service,,BPG,Unknown,2025-11-15,Lab Monitoring Service
Ximedica,https://www.ximedica.com/,San Francisco,,,Medical Device Services,,BPG,Unknown,2025-11-15,Medical Device Services
Xosomix,https://www.xosomix.com/,San Diego,,,Exosome Therapeutics,,BPG,Unknown,2025-11-15,Exosome Therapeutics
Xyphos,https://xyphosinc.com/,South SF,,,Cell-based cancer therapies,,BPG,Unknown,2025-11-15,Cell-based cancer therapies
Y-Trap,https://www.y-trap.com/,San Francisco,,,Novel platform of targeted multifunctional immunomodulatory antibody-ligand traps for cancer immunotherapy,,BPG,Unknown,2025-11-15,Novel platform of targeted multifunctional immunomodulatory antibody-ligand traps for cancer immunotherapy
Yatiri Bio,https://yatiribio.com/,San Diego,,,"Patient matching, outcome predication",,BPG,Unknown,2025-11-15,"Patient matching, outcome predication"
YenZym Antibodies,https://www.yenzym.com/,Brisbane,,,Custom antibodies,,BPG,Unknown,2025-11-15,Custom antibodies
YourChoice Therapeutics,https://www.yourchoicetx.com/,San Francisco,,,Birth Control,,BPG,Private,2025-11-15,Birth Control
Yuvan Research,https://yuvres.com/,Mountain View,,,Reversing Aging,,BPG,Unknown,2025-11-15,Reversing Aging
ZAP Surgical,https://zapsurgical.com/,San Carlos,,,Non-invasive Brain Tumor Treatment,,BPG,Unknown,2025-11-15,Non-invasive Brain Tumor Treatment
ZKR Orthopedics,https://www.zkrorthopedics.com/,San Francisco,,,Minimally invasive surgical alternatives for osteoarthritis and cartilage degeneration of the patellofemoral joint,,BPG,Unknown,2025-11-15,Minimally invasive surgical alternatives for osteoarthritis and cartilage degeneration of the patellofemoral joint
ZMI Pharma,https://zimhi.com/,Carlsbad,,,Opioid Agonist,,BPG,Private,2025-11-15,Opioid Agonist
ZabBio,https://www.zabbio.com/,San Diego,,,Monoclonal Antibodies,,BPG,Unknown,2025-11-15,Monoclonal Antibodies
Zafrens,https://www.zafrens.com/,San Diego,,,Cell Analysis Enabled by Nanofabrication,,BPG,Unknown,2025-11-15,Cell Analysis Enabled by Nanofabrication
Zai Lab,https://www.zailaboratory.com/,South SF,,,Small Molecules,,BPG,Unknown,2025-11-15,Small Molecules
ZebraSci,https://zebrasci.com/,Temecula,,,"Contract Manufacturing, Development - Drugs & Devices",,BPG,Unknown,2025-11-15,"Contract Manufacturing, Development - Drugs & Devices"
Zeda,https://www.z8a.com/,Fremont,,,3D-printed Nanotech Spinal Devices,,BPG,Unknown,2025-11-15,3D-printed Nanotech Spinal Devices
ZefSci,https://www.zefsci.com/,San Diego,,,Chromatography Equipment & Services,,BPG,Unknown,2025-11-15,Chromatography Equipment & Services
Zenflow,https://www.zenflow.com/,South SF,,,Device to alleviate obstructed urinary tract,,BPG,Unknown,2025-11-15,Device to alleviate obstructed urinary tract
Zenith Epigenetics,https://www.zenithepigenetics.com/,San Francisco,,,Orally-active small molecules,,BPG,Unknown,2025-11-15,Orally-active small molecules
Zenobia Fragments,https://www.zenobiafragments.com/,San Diego,,,Lead Discovery Fragments,,BPG,Unknown,2025-11-15,Lead Discovery Fragments
Zenobia Therapeutics,https://www.zenobiatherapeutics.com/,San Diego,,,Drug discovery research platform,,BPG,Private,2025-11-15,Drug discovery research platform
Zenshine Pharmaceuticals,http://en.zenshine-pharma.com/,Burlingame,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Zensun Sci & Tech,http://www.zensunus.com/,San Diego,,,"Biologics, Small Molecule",,BPG,Unknown,2025-11-15,"Biologics, Small Molecule"
Zentalis Pharmaceuticals,https://www.zentalis.com/,San Diego,,,Small Molecules,,BPG,Private,2025-11-15,Small Molecules
Zeon Systems,https://www.zeonsystems.ai/,San Francisco,,,Lab Automation,,BPG,Unknown,2025-11-15,Lab Automation
Zerigo Health,https://zerigohealth.com/,San Diego,,,Handheld UV therapy device,,BPG,Unknown,2025-11-15,Handheld UV therapy device
Zeto,https://zeto-inc.com/,Santa Clara,,,Dry Electrode EEG System,,BPG,Unknown,2025-11-15,Dry Electrode EEG System
Zoll,https://www.zoll.com/,San Jose,,,"Medical Devices, Defibrillators",,BPG,Unknown,2025-11-15,"Medical Devices, Defibrillators"
ZoneOne Pharma,https://www.zoneonepharma.com/,San Francisco,,,Liposome Services,,BPG,Private,2025-11-15,Liposome Services
Zyagen,https://www.zyagen.com/,San Diego,,,Life Science Reagents,,BPG,Unknown,2025-11-15,Life Science Reagents
ZymagenX,https://zymagenx.com/,Newport Beach,,,Recombinant proteases,,BPG,Unknown,2025-11-15,Recombinant proteases
Zymo Research,https://www.zymoresearch.com/,Irvine,,,"Epigenetics, DNA, RNA research products",,BPG,Unknown,2025-11-15,"Epigenetics, DNA, RNA research products"
aTyr Pharma,https://atyrpharma.com/,San Diego,,,Therapeutic Proteins,,BPG,Private,2025-11-15,Therapeutic Proteins
ashibio,https://ashibio.com/,Burlingame,,,Novel  therapeutics for the treatment of bone and connective tissue disorders,,BPG,Unknown,2025-11-15,Novel  therapeutics for the treatment of bone and connective tissue disorders
atHeart Medical,https://atheartmedical.com/,Santa Clara,,,Device for closure of atrial septal defects,,BPG,Unknown,2025-11-15,Device for closure of atrial septal defects
eLum Technologies,http://elumtech.com/,Fremont,,,Medical Devices,,BPG,Unknown,2025-11-15,Medical Devices
enVVeno Medical,https://envveno.com/,Irvine,,,Bioprosthetic Devices & Technologies,,BPG,Unknown,2025-11-15,Bioprosthetic Devices & Technologies
f5 Therapeutics,https://www.f5therapeutics.com/,San Diego,,,"Small-molecule, targeted protein degraders",,BPG,Private,2025-11-15,"Small-molecule, targeted protein degraders"
iBio,https://ibioinc.com/,San Diego,,,Antibody Therapies,,BPG,Unknown,2025-11-15,Antibody Therapies
iLeukon Therapeutics,https://www.ileukon.com/,San Diego,,,Nanoparticle (LNP)-formulated mRNA,,BPG,Private,2025-11-15,Nanoparticle (LNP)-formulated mRNA
iNanoBio,https://inanobio.com/,Menlo Park,,,3D nanopore – transistor device for sequencing the whole human genome with high accuracy,,BPG,Unknown,2025-11-15,3D nanopore – transistor device for sequencing the whole human genome with high accuracy
iQ Biosciences,https://iqbiosciences.com/,Alameda,,,Drug Discovery Services,,BPG,Unknown,2025-11-15,Drug Discovery Services
iSono Health,https://isonohealth.com/,South SF,,,3D Breast Ultrasound Scanner,,BPG,Unknown,2025-11-15,3D Breast Ultrasound Scanner
iXCells Biotechnologies,https://ixcellsbiotech.com/,San Diego,,,"Cells, Reagents, Genomic Services",,BPG,Unknown,2025-11-15,"Cells, Reagents, Genomic Services"
insitro,https://www.insitro.com/,South SF,,,"Machine Learning, Drug Discovery",,BPG,Unknown,2025-11-15,"Machine Learning, Drug Discovery"
iota Biosciences,https://iota.bio/,Alameda,,,Implantable Bioelectronic Devices,,BPG,Unknown,2025-11-15,Implantable Bioelectronic Devices
iuvo BioScience,https://iuvoclinical.com/,Costa Mesa,,,Ophthalmic Clinical Research Services,,BPG,Unknown,2025-11-15,Ophthalmic Clinical Research Services
jCyte,https://www.jcyte.com/,Newport Beach,,,Progenitor cell-based technology in retinal diseases,,BPG,Unknown,2025-11-15,Progenitor cell-based technology in retinal diseases
